Date,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AGN,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ARNC,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BF.B,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BRK.B,BSX,BWA,BXP,C,CAH,CAT,CB,CBOE,CBRE,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMS,CNC,CNP,COF,COG,CPB,CPRI,CSCO,CTAS,CTL,CTSH,CTXS,CVX,GOOG,GOOGL,KMX,KO,LNT,MMM,MO,SCHW,T,XEC
2017-12-14,65.2,48.94,99.82,166.77,86.56,85.75,188.44,52.64,146.11,175.0,82.05,36.83,111.75,228.12,106.25,57.51,70.76,9.81,42.08,164.21,55.19,40.66,93.44,61.02,56.76,123.28,233.8,66.18,98.67,79.88,113.09,49.59,10.26,10.13,69.99,163.75,156.15,137.4,1174.26,226.72,144.51,221.87,133.2,57.82,36.86,151.97,87.32,81.17,123.61,24.56,85.67,64.18,169.66,240.33,109.91,86.58,94.05,701.23,280.07,27.58,63.43,60.41,213.34,,323.55,51.34,1760.92,28.72,479.67,37.61,58.08,86.03,,25.62,49.87,118.78,69.86,55.07,138.17,139.43,123.16,42.58,60.7,43.19,66.09,100.87,68.05,38.56,38.02,46.92,81.56,328.68,203.53,68.59,69.31,137.68,78.96,37.37,139.3,314.02,46.04,49.51,26.38,90.45,26.37,45.02,61.41,35.51,153.91,13.49,69.98,85.56,109.32,1049.15,1057.47,67.09,43.12,41.06,222.35,63.27,48.65,33.08,110.16
2017-12-15,66.28,49.77,100.32,168.46,87.59,89.46,188.71,53.39,147.52,177.51,83.25,37.75,113.41,231.52,108.4,57.61,71.0,9.97,42.48,164.92,56.41,40.65,93.94,61.3,57.76,125.2,233.55,67.55,99.94,80.63,115.76,50.78,10.26,10.29,70.25,165.73,158.49,136.56,1179.14,231.03,148.03,220.99,134.97,58.48,36.91,151.87,87.41,82.49,124.5,24.86,85.62,65.86,169.0,246.25,111.47,87.03,95.37,697.06,280.12,27.88,63.97,61.9,215.96,,327.94,51.51,1760.0,28.41,484.51,38.7,58.34,87.18,,25.78,49.86,121.31,70.66,57.66,138.55,141.91,123.46,43.25,61.41,43.68,66.92,101.64,68.9,38.63,38.79,47.5,82.4,322.31,204.04,70.13,70.07,138.97,80.41,37.93,139.9,312.12,46.2,47.43,26.54,92.61,25.77,45.97,61.65,35.78,154.71,13.92,70.25,86.04,109.5,1064.19,1072.0,67.73,43.27,41.5,222.28,63.17,49.7,33.52,109.46
2017-12-18,66.32,50.19,102.32,170.83,88.26,88.72,190.07,54.25,146.61,176.74,84.6,37.43,113.84,238.67,107.48,57.11,70.03,10.11,42.01,164.18,56.59,41.0,94.33,61.18,65.67,127.63,235.47,70.16,100.12,80.9,116.09,51.61,10.26,10.98,70.53,164.89,160.47,136.63,1190.58,235.39,147.59,221.78,133.8,59.01,37.33,153.5,87.72,82.33,125.62,25.16,84.99,65.15,169.74,246.63,111.68,86.71,96.5,704.4,282.22,28.3,64.09,63.5,216.23,,325.95,51.72,1781.35,29.13,491.13,37.84,58.33,88.04,,25.78,50.5,122.77,71.51,56.93,141.46,141.09,122.9,44.2,62.02,43.56,68.51,103.51,68.46,38.48,39.1,47.69,83.31,323.23,206.24,70.41,70.02,139.42,81.33,37.77,140.09,313.42,45.64,48.97,26.23,95.49,26.2,46.04,63.19,36.05,156.55,14.54,70.04,86.27,109.47,1077.14,1085.09,68.52,43.03,40.73,222.67,64.03,50.15,33.71,110.76
2017-12-19,66.41,50.14,99.35,169.01,88.01,90.05,193.89,54.64,147.09,174.97,84.46,37.35,113.55,236.38,105.39,56.24,69.11,9.83,41.87,162.9,56.78,40.09,94.3,61.7,66.82,127.57,235.05,69.8,100.33,78.46,115.72,51.18,10.26,10.95,71.08,165.57,161.7,135.7,1187.38,236.0,147.63,222.72,133.49,59.02,37.64,153.86,87.08,83.68,123.34,25.18,83.53,64.05,165.34,245.99,112.62,85.28,95.98,701.01,283.28,28.28,64.41,62.35,215.84,,327.02,51.51,1780.62,29.88,488.25,37.58,57.55,88.27,,25.49,50.51,120.78,70.59,57.49,142.54,140.86,121.78,43.5,63.44,43.76,68.45,103.02,68.11,38.73,39.15,47.65,82.8,316.97,207.16,69.91,70.83,139.37,81.59,37.38,139.06,313.17,44.77,50.47,25.81,94.95,25.94,45.22,63.36,35.89,155.68,14.26,70.1,86.36,109.6,1070.68,1079.78,67.85,43.22,39.95,222.64,65.13,50.21,33.35,110.16
2017-12-20,66.07,50.6,98.21,168.83,87.56,90.0,193.69,54.85,146.64,174.25,85.14,37.11,113.09,238.6,105.03,55.48,69.1,9.77,41.57,159.19,56.98,40.11,95.28,61.52,66.63,126.9,233.65,70.36,100.37,79.37,118.35,51.5,10.26,10.98,71.49,165.8,161.49,134.1,1177.62,234.15,147.35,222.66,133.02,59.2,38.58,154.15,86.92,83.92,120.55,25.68,82.92,63.54,165.24,247.8,112.22,85.61,95.36,700.9,283.9,28.3,63.93,63.23,213.56,,333.47,51.27,1774.0,30.74,487.05,37.31,57.21,88.27,,25.37,51.34,119.85,70.55,57.91,144.06,139.28,121.37,43.27,63.04,43.21,68.83,102.77,68.0,38.43,39.01,47.91,82.92,316.38,205.93,69.82,70.52,139.69,81.61,37.61,138.39,298.67,44.24,51.47,25.82,94.8,26.09,44.81,63.72,36.3,155.78,14.05,70.86,86.64,110.56,1064.95,1073.56,68.47,43.17,39.71,221.27,64.56,50.21,33.79,111.95
2017-12-21,66.19,51.45,99.81,169.47,88.01,89.28,190.63,54.76,149.0,174.56,85.14,37.31,112.65,241.14,104.43,55.18,68.4,9.81,41.45,161.03,57.06,40.01,96.63,60.34,65.84,124.31,218.76,71.23,100.17,79.37,118.24,50.15,10.26,10.89,71.63,165.4,162.05,133.54,1174.76,235.96,147.23,219.88,131.99,59.42,40.5,154.46,86.74,83.05,120.74,26.33,81.3,64.23,163.32,243.97,109.66,85.95,95.35,705.91,281.16,28.63,63.19,63.57,212.38,,322.52,51.66,1778.79,30.32,486.14,36.96,57.49,88.71,,25.14,50.31,119.0,71.65,57.19,146.06,138.37,121.76,43.32,61.78,42.48,67.55,101.55,67.38,38.78,39.63,47.93,83.28,332.94,204.42,70.02,70.65,140.06,82.65,38.98,139.72,292.4,44.34,51.29,25.59,95.7,26.81,45.12,64.03,36.1,156.33,14.31,70.56,86.64,114.16,1063.63,1070.85,66.0,42.72,39.53,219.27,63.98,50.67,34.08,115.75
2017-12-22,66.02,51.26,100.23,169.47,88.28,88.77,191.64,54.76,148.7,175.0,85.33,37.41,112.15,243.27,103.89,55.48,68.31,9.89,41.5,158.41,56.33,40.05,96.54,59.98,65.45,124.93,223.12,70.84,100.07,78.73,118.78,50.31,10.26,10.54,71.61,165.15,161.87,134.55,1168.36,236.55,146.66,220.39,130.05,58.99,40.12,154.71,86.43,82.87,121.33,26.36,81.52,63.67,165.71,244.73,109.8,86.73,95.59,710.09,281.23,28.69,63.38,63.59,211.84,,319.5,51.32,1775.26,30.26,484.75,37.29,56.99,88.07,,25.1,50.03,119.37,71.34,57.02,147.11,138.55,121.61,43.37,61.79,42.26,67.65,101.64,66.87,39.21,39.66,48.46,84.78,338.2,203.29,70.33,71.11,140.75,82.72,38.95,137.96,295.23,44.42,51.08,25.87,96.64,26.69,45.21,63.4,36.12,153.58,14.12,69.88,86.38,114.3,1060.12,1068.86,65.23,42.71,39.7,219.23,64.15,50.48,34.13,116.89
2017-12-26,65.92,51.51,101.63,165.17,87.86,89.53,189.54,54.83,147.83,174.44,85.12,37.47,112.81,241.97,103.8,55.11,67.7,9.82,41.7,157.97,56.44,40.18,96.67,60.27,65.42,124.69,223.54,71.38,100.29,78.77,119.22,49.34,10.72,10.46,71.55,164.84,161.49,134.79,1176.76,235.66,146.39,220.22,130.0,59.38,40.54,154.31,86.09,82.96,122.2,26.6,81.05,62.62,166.52,240.77,110.43,86.64,95.42,714.48,281.48,28.59,63.67,64.46,211.63,,319.78,51.14,1755.32,30.1,486.27,36.93,57.27,87.98,,25.13,49.82,120.45,70.67,57.18,147.76,138.65,121.19,43.56,61.17,41.97,67.45,101.55,67.17,40.28,39.55,48.56,84.87,340.4,203.68,70.59,71.43,140.91,82.34,38.99,137.93,295.52,43.91,51.13,25.83,96.08,27.18,44.77,63.98,36.05,152.28,14.22,69.43,86.43,115.22,1056.74,1065.85,65.55,42.92,39.41,219.9,64.1,50.27,34.24,119.06
2017-12-27,65.97,51.07,99.45,165.2,88.17,88.91,190.42,55.28,148.15,175.36,85.57,37.45,112.52,241.76,104.58,55.49,67.93,9.85,41.74,159.05,56.55,40.2,96.79,60.57,65.19,124.1,226.45,70.93,100.54,78.39,119.8,49.94,10.72,10.53,71.68,164.96,161.34,136.08,1182.26,239.5,146.66,220.04,130.61,59.59,40.1,154.94,86.39,82.81,122.99,26.86,81.43,62.51,166.13,241.72,110.73,87.05,95.96,707.0,281.72,28.54,63.43,64.78,211.93,,320.07,51.17,1757.88,30.07,486.83,36.89,57.66,87.95,,25.2,49.9,121.01,70.77,56.85,148.78,139.47,121.89,43.76,62.17,42.25,68.04,101.98,67.1,40.49,39.41,48.47,85.55,333.25,202.61,70.86,71.32,140.54,82.14,38.6,138.41,295.42,44.29,51.51,25.94,95.92,27.21,45.04,63.59,36.13,152.77,13.98,69.39,86.93,114.82,1049.37,1060.2,64.91,43.03,39.63,220.6,64.41,50.25,34.09,118.41
2017-12-28,66.12,51.13,99.39,165.66,87.9,88.9,190.55,55.27,148.4,175.55,85.84,37.48,112.56,242.66,105.07,55.92,68.31,9.93,41.99,158.14,56.98,40.42,97.16,60.96,65.43,124.12,226.48,71.12,100.84,77.96,120.26,49.98,10.72,10.55,71.88,164.06,161.97,137.38,1186.1,240.64,147.65,221.8,131.19,59.33,40.08,155.84,86.89,83.62,123.31,27.14,82.0,62.57,167.47,242.93,111.15,87.79,96.51,718.38,282.42,28.61,63.55,64.84,209.0,,320.33,51.44,1764.09,29.48,490.3,37.25,57.74,88.0,,25.19,50.41,121.53,70.95,56.7,149.63,140.14,121.98,43.95,61.91,42.29,68.35,103.26,67.42,40.06,39.48,48.58,85.51,338.03,205.14,71.36,71.1,140.26,82.3,38.48,138.75,294.82,44.46,51.45,26.14,96.45,27.61,44.93,63.55,36.16,153.36,14.03,69.58,87.12,114.85,1048.14,1055.95,64.81,42.83,39.85,220.15,63.38,50.44,34.34,119.67
2017-12-29,65.79,50.71,99.37,163.87,86.93,88.16,187.41,54.9,147.93,175.24,85.5,37.3,112.45,244.71,104.83,55.77,68.24,10.0,41.77,157.14,56.59,40.53,96.36,60.63,65.04,123.58,222.19,70.11,100.65,77.96,119.59,49.4,10.72,10.28,71.48,162.79,159.95,137.15,1169.47,235.58,147.59,219.81,130.69,59.01,39.48,156.23,86.1,82.91,123.24,26.78,82.29,62.49,167.31,239.65,110.47,87.67,96.14,711.37,281.05,28.34,63.3,64.88,208.75,,318.57,51.19,1737.74,29.71,486.26,37.18,57.29,87.71,,24.79,49.43,122.66,70.32,56.33,148.84,140.12,121.73,43.31,61.8,41.82,67.94,102.16,66.88,39.99,39.05,48.57,85.16,335.96,202.99,71.26,71.4,140.02,81.85,38.25,138.51,289.03,44.37,50.44,26.14,95.75,27.66,44.6,62.95,35.89,152.59,13.67,69.21,86.5,114.5,1046.4,1053.4,64.13,42.98,39.8,219.82,63.51,49.79,34.08,118.89
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-02,66.41,51.65,105.75,166.8,88.46,90.29,192.49,56.55,148.66,177.7,86.7,37.31,111.3,246.5,107.12,55.2,67.16,10.05,41.86,163.62,56.51,40.29,94.82,59.57,65.56,127.09,224.62,71.54,97.97,78.3,124.05,51.26,10.72,10.98,71.76,165.7,160.36,135.67,1189.01,231.03,148.55,220.78,128.24,59.25,41.42,157.6,86.1,84.16,122.61,27.28,81.47,63.47,166.21,249.08,111.25,85.36,95.78,736.54,282.89,28.71,65.78,65.54,212.43,,334.17,51.15,1784.75,30.26,481.77,37.94,57.31,87.92,,25.28,50.1,121.95,70.27,58.57,148.33,136.44,119.93,43.82,62.16,42.05,68.2,101.85,68.05,40.56,39.7,47.86,85.78,348.97,202.46,69.46,71.1,136.49,81.62,39.38,137.31,292.95,44.05,51.29,25.82,95.78,27.95,43.94,64.03,36.41,153.58,14.26,69.15,87.18,116.68,1065.0,1073.21,64.76,42.67,39.34,220.08,62.91,49.86,33.78,122.3
2018-01-03,68.1,51.01,106.71,166.77,89.84,90.63,195.82,56.67,149.34,181.04,87.78,37.02,112.51,251.08,109.38,54.92,66.6,10.04,41.99,163.44,57.14,40.34,95.09,60.02,65.94,127.35,231.2,71.21,98.03,78.64,124.95,52.17,10.72,11.55,72.39,168.82,159.57,136.2,1204.2,235.6,151.42,223.86,130.29,59.61,42.39,158.45,87.22,85.56,122.04,27.49,80.8,64.46,166.73,251.8,111.57,84.76,96.37,749.43,283.8,28.61,66.83,64.82,214.53,,339.85,51.46,1824.16,31.48,486.85,37.84,57.36,87.85,,25.56,50.35,122.01,70.49,58.23,148.56,137.52,120.72,44.19,62.3,42.93,70.19,102.25,68.55,40.57,40.16,47.55,85.54,353.03,205.86,69.19,70.83,135.02,81.59,38.75,139.51,309.0,43.77,52.22,25.77,95.62,28.08,43.31,63.8,36.7,155.12,13.99,69.73,88.12,117.53,1082.48,1091.52,66.94,42.57,38.99,220.07,62.68,49.93,33.0,122.98
2018-01-04,67.59,51.34,110.64,167.55,89.33,90.43,199.25,56.58,151.11,183.22,87.68,37.65,113.58,254.92,112.07,54.29,65.81,10.0,42.42,164.83,57.36,39.7,95.6,60.57,65.6,125.83,233.3,70.43,96.89,79.74,122.69,52.47,10.72,12.12,72.97,168.11,160.16,134.21,1209.59,232.69,151.82,224.89,132.07,59.89,43.8,159.06,86.91,86.89,119.6,28.81,80.46,63.82,163.74,251.89,112.31,83.95,97.97,761.26,282.72,28.99,66.99,63.76,215.51,,339.99,51.98,1807.25,32.51,493.28,37.67,58.1,88.54,,25.32,51.99,119.31,71.36,58.97,150.6,138.07,121.19,44.05,62.25,43.58,71.43,102.31,68.49,40.99,40.63,48.35,85.76,349.79,206.94,69.98,71.28,137.15,82.51,39.0,141.0,307.11,43.29,51.25,25.8,97.52,27.96,43.68,64.08,36.8,157.81,13.9,70.83,89.15,117.17,1086.4,1095.76,68.25,43.17,38.53,222.94,62.43,50.21,33.31,125.37
2018-01-05,68.67,51.32,111.82,169.46,90.88,91.52,202.32,56.74,152.36,185.34,88.04,37.4,113.51,255.6,110.84,54.25,65.67,10.04,42.7,165.51,57.6,39.46,96.81,60.85,65.83,127.28,241.07,70.33,97.92,79.93,122.8,52.77,10.72,11.88,72.78,169.11,160.7,135.07,1229.14,236.77,152.45,228.93,133.19,60.66,43.38,160.4,87.97,89.49,119.85,29.09,79.7,65.5,163.42,253.38,113.64,83.13,98.2,775.5,294.32,29.12,67.74,65.26,216.57,,342.49,52.11,1823.54,32.33,497.48,37.9,58.24,89.63,,25.97,53.5,120.61,71.26,58.56,152.98,138.32,124.67,44.27,61.74,43.99,71.31,103.27,70.0,41.05,40.82,48.48,85.61,350.88,210.45,70.34,71.37,137.19,83.41,39.35,141.92,313.79,42.98,52.74,25.69,97.53,27.82,43.84,63.92,37.31,158.28,13.93,71.44,89.92,116.97,1102.23,1110.29,71.04,43.16,38.38,224.68,62.61,50.41,33.43,124.55
2018-01-08,68.82,50.81,111.03,168.83,89.43,93.04,207.8,56.58,153.57,185.04,88.19,37.31,113.17,254.19,111.42,54.9,66.25,10.04,42.81,163.85,57.22,39.77,95.27,60.89,65.88,132.81,248.9,69.38,97.46,79.61,119.7,54.04,10.72,12.28,73.27,169.07,162.34,136.52,1246.87,251.06,153.71,226.47,133.2,60.95,42.94,160.57,88.92,89.85,120.11,29.24,79.95,65.76,163.54,253.98,114.06,83.85,97.29,766.48,295.57,28.92,67.84,66.04,215.91,,329.65,52.33,1851.81,32.4,501.19,37.93,58.26,90.18,,25.81,53.53,119.55,70.43,60.41,156.82,137.62,126.55,44.84,61.51,44.92,71.42,103.73,70.06,40.16,40.99,48.84,86.77,356.55,208.12,70.02,71.47,137.85,83.65,38.82,143.89,318.47,43.47,52.46,25.84,96.93,27.96,44.16,64.8,37.7,158.53,14.12,71.51,89.42,117.55,1106.94,1114.21,70.05,43.1,38.8,223.95,62.53,50.63,33.53,124.96
2018-01-09,70.51,50.76,110.14,168.81,90.1,93.63,209.76,56.67,154.09,186.7,88.01,37.43,113.96,258.69,112.11,54.19,65.47,9.93,42.83,168.74,57.58,38.92,94.71,60.96,67.49,130.87,251.44,67.99,97.03,81.26,121.8,53.02,10.72,11.82,72.99,171.67,164.3,135.59,1252.7,249.98,155.14,229.24,133.53,60.9,41.66,160.98,89.05,90.65,119.21,29.29,79.13,65.33,162.3,250.47,114.36,83.09,97.65,770.95,303.46,29.06,67.94,66.12,220.8,,336.36,52.8,1865.29,32.89,505.41,37.81,58.2,90.35,,27.96,53.93,118.29,71.17,62.15,157.2,139.85,127.78,45.15,62.98,45.07,71.23,103.49,71.16,39.93,41.11,48.79,87.42,354.76,207.77,69.59,71.58,137.59,85.2,38.94,144.75,319.37,42.88,52.99,25.58,97.78,28.17,44.18,63.82,37.46,157.86,13.55,71.59,89.63,116.92,1106.26,1112.79,69.8,43.31,38.22,225.34,61.87,51.7,33.3,124.35
2018-01-10,69.55,52.42,110.23,168.77,89.61,93.34,208.14,56.59,153.55,187.11,86.54,37.15,112.89,262.68,111.47,53.39,64.47,9.95,43.18,167.14,57.93,38.44,92.2,60.91,66.33,128.48,248.31,68.72,96.54,80.94,121.46,51.51,10.72,11.96,72.71,171.18,165.95,132.29,1254.33,252.28,152.11,228.49,133.28,61.06,41.13,160.3,87.78,88.41,118.23,29.27,77.41,65.96,160.32,245.18,114.05,82.12,98.33,767.78,305.21,29.33,67.01,66.66,218.99,,336.72,54.46,1872.91,33.3,503.16,37.18,58.35,90.03,,27.52,52.74,117.58,71.49,63.04,156.67,139.31,129.29,44.27,63.27,44.84,70.72,103.2,71.8,39.88,41.77,48.21,87.4,350.83,206.99,68.62,70.8,135.96,86.09,39.4,145.0,321.8,42.2,52.9,25.12,99.18,27.04,42.79,63.92,37.67,156.99,14.32,72.09,89.27,117.67,1102.61,1110.14,70.3,43.16,37.54,225.21,62.51,51.91,32.52,122.34
2018-01-11,69.56,54.99,112.59,169.73,89.87,94.23,210.15,56.97,153.75,188.92,87.57,37.75,112.44,264.16,113.26,53.08,63.75,10.12,43.63,170.15,58.08,37.97,91.53,60.74,65.21,130.15,252.91,71.35,96.87,82.68,122.48,51.41,10.72,12.14,73.55,170.34,168.92,129.75,1276.68,260.79,152.21,229.57,131.93,62.35,43.01,161.84,89.03,89.97,118.06,29.87,76.64,68.34,159.21,245.8,114.99,81.2,97.86,773.31,312.7,29.44,67.04,67.95,220.22,,333.07,54.96,1893.1,34.27,509.17,37.7,58.78,90.49,,27.43,54.1,116.84,71.41,64.02,159.82,138.55,129.15,45.12,64.07,44.87,71.1,106.15,72.09,41.1,42.14,47.8,89.77,355.27,210.79,69.17,70.55,133.66,87.23,40.85,144.92,325.5,41.64,53.39,25.28,100.41,27.47,42.73,64.44,37.85,158.68,14.31,72.13,88.28,121.24,1105.52,1112.05,71.91,43.13,37.22,226.3,62.51,52.5,32.4,124.39
2018-01-12,70.47,56.99,115.57,171.48,90.84,95.05,215.11,56.87,154.71,195.05,88.37,37.69,113.68,266.81,115.91,52.49,62.57,10.19,40.42,169.12,57.91,37.66,91.15,61.2,65.52,129.02,258.43,70.12,98.15,83.33,122.71,51.66,10.72,12.02,74.17,173.22,171.81,127.86,1305.2,259.03,154.22,234.28,133.17,62.9,44.1,162.01,90.05,90.8,118.07,30.3,76.49,69.44,157.76,246.54,114.78,77.45,98.09,787.93,320.41,29.95,66.92,69.41,222.06,,335.95,55.52,1919.4,34.93,525.84,37.23,59.1,91.06,,27.46,55.37,115.39,72.61,66.22,160.85,139.65,128.49,44.89,64.9,45.07,71.25,106.22,72.35,40.91,42.35,47.46,90.12,354.0,213.29,70.37,70.61,132.7,87.72,40.7,144.84,327.34,41.29,54.74,25.22,101.38,27.93,42.5,65.24,38.58,157.12,14.22,72.67,88.5,122.19,1122.26,1130.65,72.33,43.24,36.93,228.32,61.9,53.68,32.77,123.89
2018-01-16,69.98,56.51,113.53,170.61,92.78,95.58,218.09,56.48,152.64,192.46,89.41,37.96,114.56,249.14,111.98,52.43,62.61,9.86,41.11,171.63,57.99,37.75,89.72,60.76,64.5,123.68,263.88,67.98,98.17,82.38,124.48,52.67,10.72,11.91,73.89,173.69,167.35,130.38,1304.86,252.77,153.39,236.17,131.21,62.66,43.26,158.78,89.51,90.46,117.9,29.88,76.74,67.81,158.51,245.57,112.89,78.79,97.48,781.02,319.41,29.99,66.26,68.61,222.87,,338.85,54.69,1919.47,34.06,532.91,37.71,56.38,91.09,,26.98,54.49,114.67,72.87,67.23,159.92,139.67,127.78,44.65,63.81,44.28,70.54,104.63,70.09,38.27,42.09,47.68,88.86,352.93,214.65,70.53,71.37,134.06,88.43,40.1,144.34,327.37,41.52,54.65,25.36,100.41,27.11,43.37,63.84,38.27,157.86,14.21,72.83,88.42,120.73,1121.76,1130.7,71.33,43.59,36.96,228.57,61.29,53.82,32.61,122.62
2018-01-17,70.79,56.69,114.98,173.43,94.48,97.26,224.13,57.01,154.81,196.49,91.78,38.08,117.11,249.33,113.0,52.74,63.31,9.9,41.79,169.77,58.33,37.98,90.6,61.37,65.4,122.67,272.25,67.54,99.91,82.52,122.12,55.41,10.54,12.18,74.99,176.0,168.44,131.35,1295.0,262.81,155.75,243.4,133.12,63.16,43.51,160.5,91.05,91.44,118.43,30.01,77.43,69.44,159.34,247.96,114.33,79.06,97.88,788.06,334.51,29.94,66.78,70.37,225.63,,344.87,55.02,1949.9,34.07,545.7,38.35,58.2,92.16,,27.25,56.03,115.55,73.21,67.3,159.15,141.47,128.5,44.99,64.67,44.86,71.84,105.67,69.75,37.19,42.64,48.26,88.87,357.84,220.25,71.35,72.56,135.86,89.34,39.97,143.63,334.63,41.79,55.67,25.69,100.38,27.06,43.86,64.63,38.89,159.28,14.28,73.91,89.63,121.05,1131.98,1139.1,69.84,43.86,37.42,231.72,62.38,54.36,32.73,123.22
2018-01-18,70.92,56.86,115.16,173.58,93.98,96.84,225.89,57.09,155.52,196.2,93.39,37.68,116.01,247.09,112.55,52.36,62.89,10.65,41.13,172.57,58.44,37.63,90.08,61.35,65.08,113.93,270.7,66.56,99.97,82.36,120.35,55.47,10.54,12.47,75.03,175.61,167.59,129.96,1293.32,265.19,158.34,243.88,131.74,63.47,43.67,158.92,90.5,90.99,118.32,29.82,77.31,68.89,157.35,251.68,116.01,78.97,97.01,784.79,324.17,30.22,67.76,70.78,226.36,,344.44,52.6,1926.71,32.62,548.27,38.1,58.18,92.12,,27.4,55.26,114.31,73.13,66.42,159.47,141.61,129.85,45.19,64.27,44.94,72.14,105.92,68.97,37.68,42.57,47.9,89.54,365.25,219.56,71.16,72.51,134.75,88.45,40.13,144.35,337.53,41.37,55.5,25.65,99.44,26.67,43.2,65.01,38.98,158.43,14.21,74.8,89.82,120.35,1129.79,1135.97,70.54,43.92,37.07,229.67,62.28,53.63,32.99,121.46
2018-01-19,71.79,56.59,116.64,172.81,94.73,96.07,228.29,57.32,156.3,195.73,92.33,38.12,116.53,252.76,115.29,52.15,62.85,10.85,41.31,174.19,58.46,37.64,89.9,61.6,65.63,112.1,269.46,65.69,99.68,84.5,121.05,55.47,10.54,12.59,75.93,177.19,168.76,132.3,1294.58,270.84,161.54,244.28,131.84,64.56,43.29,159.78,91.33,91.4,118.86,29.69,77.44,69.65,158.2,248.5,116.7,79.54,95.23,793.8,321.85,30.45,68.56,72.83,228.69,,342.41,53.8,1910.21,32.62,558.72,38.03,58.6,92.89,,27.65,55.09,115.03,73.99,66.61,161.71,142.1,130.8,45.88,63.84,45.6,73.53,107.77,68.39,37.97,43.56,48.32,90.96,366.05,220.05,71.44,73.34,135.43,89.56,40.75,146.31,343.87,41.33,55.33,25.62,100.37,26.61,44.26,65.86,38.98,160.64,14.18,75.33,91.14,120.08,1137.51,1143.5,70.58,44.18,36.82,231.79,63.25,53.77,33.05,120.87
2018-01-22,72.19,56.63,117.65,171.39,96.4,98.57,228.18,57.57,155.99,197.84,92.82,39.79,117.8,252.79,117.43,52.28,63.19,10.51,41.73,180.75,57.93,38.38,89.85,62.04,65.65,109.7,267.1,65.38,100.38,84.08,123.67,55.53,10.54,12.65,75.46,180.05,167.94,133.85,1327.31,275.68,163.13,244.71,132.62,64.52,44.8,160.54,90.2,91.43,120.15,29.9,77.99,70.37,159.51,244.51,116.11,79.5,95.51,788.7,322.11,30.67,68.74,73.97,230.84,,347.64,54.86,1915.77,33.38,561.56,37.09,59.54,93.79,,27.71,54.65,116.47,74.27,68.09,162.16,143.62,131.47,45.73,64.12,45.69,73.33,106.01,68.61,38.39,44.48,48.52,91.22,370.25,220.64,72.17,73.6,136.01,89.77,41.13,147.42,330.0,41.43,55.79,25.61,101.44,27.19,44.5,65.7,39.32,161.7,14.48,75.98,92.24,121.24,1155.81,1164.16,71.49,44.39,36.95,230.97,63.39,53.73,33.63,123.56
2018-01-23,72.15,56.81,118.72,171.43,95.4,98.71,230.27,57.25,155.46,200.09,92.65,39.66,117.16,251.76,118.73,53.01,63.79,10.54,41.91,180.66,59.21,39.26,90.56,61.86,66.0,109.19,272.16,66.26,97.32,83.64,125.59,55.85,10.53,12.94,75.95,179.73,168.29,135.74,1362.54,273.14,161.85,244.71,134.02,64.33,44.91,161.49,90.04,90.73,120.48,29.77,78.81,70.62,161.94,245.24,115.16,80.68,95.18,786.37,319.81,30.65,68.15,73.46,228.89,,346.75,54.86,1962.94,33.63,558.17,37.72,59.69,93.59,,27.82,54.29,117.11,74.23,67.81,160.78,146.98,131.71,45.95,63.8,45.75,73.91,105.34,68.67,38.83,44.53,48.27,90.71,369.25,219.69,73.2,73.15,135.9,89.8,40.7,146.28,328.71,41.71,55.49,25.88,101.65,27.49,44.43,66.96,39.74,161.47,14.2,76.27,92.4,119.83,1169.97,1176.17,70.54,44.46,37.52,230.04,63.54,53.62,33.03,121.86
